0.166852154,0.333704307,0.667408614,1.334817228,2.669634457
0.176773699,0.353547398,0.707094796,1.414189591,2.828379182
0.18728521,0.37457042,0.74914084,1.49828168,2.99656336
0.198421768,0.396843536,0.793687073,1.587374145,3.17474829
0.21022054,0.420441081,0.840882162,1.681764324,3.363528647
0.222720904,0.445441809,0.890883617,1.781767234,3.563534469
0.235964578,0.471929157,0.943858314,1.887716628,3.775433255
0.249995762,0.499991525,1,1.999966099,3.999932199
0.264861284,0.529722568,1.059445136,2.118890272,4.237780545
0.280610756,0.561221511,1.122443022,2.244886045,4.489772089
0.297296739,0.594593479,1.189186958,2.378373915,4.75674783
0.314974923,0.629949847,1.259899694,2.519799388,5.039598776
0.333704307,0.667408614,1.334817228,2.669634457,5.339268913
0.353547398,0.707094796,1.414189591,2.828379182,5.656758364
0.37457042,0.74914084,1.49828168,2.99656336,5.993126721
0.396843536,0.793687073,1.587374145,3.17474829,6.34949658
0.420441081,0.840882162,1.681764324,3.363528647,6.727057295
0.445441809,0.890883617,1.781767234,3.563534469,7.127068937
0.471929157,0.943858314,1.887716628,3.775433255,7.55086651
0.499991525,0.99998305,1.999966099,3.999932199,7.999864398
0.529722568,1.059445136,2.118890272,4.237780545,8.475561089
0.561221511,1.122443022,2.244886045,4.489772089,8.979544178
0.594593479,1.189186958,2.378373915,4.75674783,9.513495661
0.629949847,1.259899694,2.519799388,5.039598776,10.07919755
0.667408614,1.334817228,2.669634457,5.339268913,10.67853783
